,ASIN,Product Title,Product Description
98,B07WHSQDH8,"iQOO 12 5G (Alpha, 12GB RAM, 256GB Storage) |India's 1st Snapdragon® 8 Gen 3 Mobile Platform | India's only Flagship with 50MP + 50MP + 64MP Camera","3.3 GHz Snapdragon 8 Gen 3 mobile platform, which is on 4nm TSMC Process. Enhanced graphic performance with Adreno 750. In addition to that, it has LPDRR5X RAM & UFS 4.0 storage.
50MP 1/1.3"" Astrography Camera (f/1.68) + 50MP Ultra - Wide Angle Camera (f/1.20) + 64MP 3X Periscope Telephoto Camera (f/2.57) with 100X Digital zoom.
Brightest Display ever with 6.78"" 144 Hz LTPO AMOLED display with 3000 nit peak brightness. SGS-certified for low blue light. 2160Hz PWM uses the persistence of human vision to control display brightness.
Supercomputing chip Q1, Symmetrical dual stereo speaker, 4D Game vibration, Large X-axis linear motor enhances the overall gaming experience.
Fully charged battery with 120W fast charger. IP64 rating provides ingress protection against dust/water under normal use. Funtouch OS 14 based on Android 14
"
99,B0CKN56PQ8,"realme narzo N53 (Feather Black, 8GB+128GB) 33W Segment Fastest Charging | Slimmest Phone in Segment | 90 Hz Smooth Display","Enjoy smooth multitasking and effortless app switching with the powerful 8GB dynamic RAM. Store all your favorite apps, photos, and files with the generous 128 GB ROM
Experience lightning-fast charging with the 33W SUPERVOOC technology, getting your device ready in no time. Say goodbye to long charging times and stay powered up for longer durations.
The slim and sleek 7.49mm design adds a touch of elegance to your device, making it comfortable to hold and carry. The feather gold design enhances the visual appeal, giving your phone a premium and luxurious look.
Capture stunning, detailed photos with the high-resolution 50MP AI camera, bringing your memories to life.The AI-powered camera technology ensures intelligent scene recognition and enhances your photography skills.
Stay connected and productive for extended periods with the massive 5000mAh battery, eliminating the need for frequent recharging. Enjoy long hours of entertainment, gaming, and browsing without worrying about running out of battery power.
"
100,B0BDJBXLSJ,Apple iPhone 14 (512 GB) - Starlight,"15.40 cm (6.1-inch) Super Retina XDR display
Advanced camera system for better photos in any light
Cinematic mode now in 4K Dolby Vision up to 30 fps
Action mode for smooth, steady, handheld videos
Vital safety technology — Crash Detection calls for help when you can’t
All-day battery life and up to 20 hours of video playback
Industry-leading durability features with Ceramic Shield and water resistance
"
101,B0CGDQ7VNL,"realme narzo 60X 5G（Nebula Purple 4GB, 128GB Storage） Up to 2TB External Memory | 50 MP AI Primary Camera | Segments only 33W Supervooc Charge","With a 33 W Powerful SUPERVOOC Charge, 30 minutes charge for 50% battery and full charge in 70 minutes,5000mAh massive battery, without ever being concerned about the battery running out
50MP Primary Camera,street photography high-quality pictures that catch every details with astounding clarity
Fast refresh displays cut blur in animations, scrolling and games to provide a notably better user experience. Multi levels of refresh rates means the display can save much energy and users can use for longer time.
According to the installation of a photo 4M to calculate: 128GB of memory can be installed 28000 + photos； According to a 720P TV series size of 250M to calculate: 128GB memory can be loaded with 450 + TV series.
More comfortable unlocking position than back fingerprint When the phone is placed face up on the desk, the user can unlock the phone by side fingerprint without picking it up, which is more comfortable and convenient than holding the phone up with the back fingerprint.
"
102,B0CQ7MKZ1F,itel A70 | 12GB* RAM + 128GB ROM| 13MP Dual Rear Camera & 8MP Front Camera | 5000mAh Battery with Type-C Charging | Dynamic Bar | Side Fingerprint Sensor | Octa-Core Processor | Starlish Black,"Powerful Performance: Up to 12GB RAM with Memory Fusion & 128GB Storage
Crystal Clear Shots: 13MP AI Dual Rear Camera
Long-lasting Battery: 5000mAh for extended usage
Convenient Charging: Type-C Charging
Sleek Design: Display with Dynamic Bar in Starlish Black Color
"
103,B0CQPDGYLD,"Redmi Note 13 5G (Arctic White, 8GB RAM, 256GB Storage) | MTK Dimensity 6080 5G | 7.6mm, Slimmest Note Ever","Display: 6.67"" FHD+ pOLED (1080x2400) Ultra-narrow bezels Display with 120Hz Refresh rate; 1000nits peak brightness; Corning Gorilla Glass 5 Display Protection
Processor:Mediatek Dimensity 6080 6nm Octa-core 5G processor for high performance ; Up to 2.4GHz; Upto 16GB RAM including 8GB Virtual RAM
Camera: 108MP 3X in-sensor zoom AI Triple Camera with 8MP Ultra Wide sensor and 2MP Macro camera| 16MP Front camera
Battery: 5000 mAh large battery with 33W fast charger in-box and Type-C connectivity
Memory, Storage & SIM: 8GB RAM | 128GB UFS 2.2 | Dual SIM (nano+nano) 5G
"
104,B0CQPH2YSY,"Redmi Note 13 5G (Prism Gold, 8GB RAM, 256GB Storage) | MTK Dimensity 6080 5G | 7.6mm, Slimmest Note Ever","Display: 6.67"" FHD+ pOLED (1080x2400) Ultra-narrow bezels Display with 120Hz Refresh rate; 1000nits peak brightness; Corning Gorilla Glass 5 Display Protection
Processor:Mediatek Dimensity 6080 6nm Octa-core 5G processor for high performance ; Up to 2.4GHz; Upto 16GB RAM including 8GB Virtual RAM
Camera: 108MP 3X in-sensor zoom AI Triple Camera with 8MP Ultra Wide sensor and 2MP Macro camera| 16MP Front camera
Battery: 5000 mAh large battery with 33W fast charger in-box and Type-C connectivity
Memory, Storage & SIM: 8GB RAM | 128GB UFS 2.2 | Dual SIM (nano+nano) 5G
"
105,B0CHFBKXHP,Nokia G42 5G | Snapdragon® 480+ 5G | 50MP Triple AI Camera | 11GB RAM (6GB RAM + 5GB Virtual RAM) | 128GB Storage | 5000mAh Battery | 2 Years Android Upgrades | 20W Charger Included | So Pink,"So Fast: With 5G connectivity you get where you want to go, fast. Very fast. Powered by none other than the Snapdragon 480 Plus 5G.
So Snappy: Nokia G42 5G comes with 11GB RAM (6GB RAM + 5GB Virtual RAM) ensuring smooth multitasking and performance.
So Clear: Capture the moment in high quality with the 50MP Triple AI camera, ready for popping portraits, wonderful vistas, and nights out with your friends.
So Reliable: With a whopping 5000 mAh battery life, your Nokia G42 5G will keep going when others run out.
So Secure: With Android 13 and up to 3 years of monthly security updates, you won’t be worrying about ‘outdated protection’ any time soon.
"
106,B0CC9CGLRL,"realme C53, Champion Gold, 4GB RAM, 128GB Storage","Front Camera
USB
Camera
"
107,B0CHJPZXX5,itel P55 5G | Dimensity 6080 | 12GB* RAM+128GB ROM with Memory Fusion| 50MP AI Dual Rear Camera| 5000mAh Battery | 2 Years Warranty | Galaxy Blue,"Powerful 5G with NRCA
6GB RAM+128GB ROM, Upto 12GB RAM with Memory Fusion
Dimensity 6080
90Hz 6.6"" HD+ IPS Display
UMCP Storage
Integrated Aivana Chat GPT Assistant
180 Hz Touch Sampling Rate
"
108,B0CK4DWFCQ,"Realme C53 (Champion Gold, 6GB RAM, 128GB Storage)","Camera
"
109,B07WGMXVFK,"iQOO 12 5G (Legend, 12GB RAM, 256GB Storage) | India's 1st Snapdragon® 8 Gen 3 Mobile Platform | India's only Flagship with 50MP + 50MP + 64MP Camera","3.3 GHz Snapdragon 8 Gen 3 mobile platform, which is on 4nm TSMC Process. Enhanced graphic performance with Adreno 750. In addition to that, it has LPDRR5X RAM & UFS 4.0 storage.
50MP 1/1.3"" Astrography Camera (f/1.68) + 50MP Ultra - Wide Angle Camera (f/1.20) + 64MP 3X Periscope Telephoto Camera (f/2.57) with 100X Digital zoom.
Brightest Display ever with 6.78"" 144 Hz LTPO AMOLED display with 3000 nit peak brightness. SGS-certified for low blue light. 2160Hz PWM uses the persistence of human vision to control display brightness.
Supercomputing chip Q1, Symmetrical dual stereo speaker, 4D Game vibration, Large X-axis linear motor enhances the overall gaming experience.
Fully charged battery with 120W fast charger. IP64 rating provides ingress protection against dust/water under normal use. Funtouch OS 14 based on Android 14
"
110,B0CNX79YGX,"Redmi 13C 5G (Starlight Black, 8GB RAM, 256GB Storage) | MediaTek Dimensity 6100+ 5G | 90Hz Display","Processor: Powerful MediaTek Dimensity 6100+ 5G SoC | 16GB of RAM including 8GB virtual | 6.74"" HD+ 90Hz display with Corning Gorilla Glass 3 Protection | 50MP AI Dual camera |Fast Side fingerprint | 5000mAh Battery
6.74"" HD+ 90Hz display with Corning Gorilla Glass 3 Protection, 600nits in High Brightness mode
50MP AI Dual camera with Primary sensor of f/1.8 (4-in-1 super pixel) with the following modes: Photo | Portrait | Night | Video | 50MP mode | Time-lapse | Classic film filters | Frame | HDR | Google lens | Voice Shutter |
"
111,B07WFP1K8C,"vivo Y200 5G (Jungle Green, 8GB RAM, 128GB Storage) with No Cost EMI/Additional Exchange Offers","Camera: Dual 64MP+2MP Rear Camera | 16MP Selfie Camera Rear flash, Rear Aura Light with dual color temperature
Display: 16.94 cm (6.67"" inch) FHD+ AMOLED Capacitive multi-touch display 120Hz refresh rate, 394 ppi
Memory & SIM: 8GB RAM | 128GB internal memory; LPDDR4X | UFS 2.2
Battery & charging: 4800 mAh with 44W fast charging
In-display optical fingerprint sensor
Processor: SD 4 Gen 1 (based on 6nm architecture)
Camera features: Video, photo, portrait, pano, live photo, slo-mo, time-lapse, supermoon, pro, double exposure, dual view, styles, filters, light effect
"
112,B0C9JFM6X6,Redmi 12 5G Moonstone Silver 8GB RAM 256GB ROM,"Snapdragon 4 Gen 2 Mobile Platform : Power efficient 4nm architecture | 16GB of RAM including 8GB Virtual
Display: Large 17.24cm FHD+ 90Hz AdaptiveSync display with Corning Gorilla Glass 3 Protection
Camera: 50MP f/1.8 AI Dual camera with classic film filters, Film Frame, Portrait, Night Mode, 50MP mode, Time-lapse, Google lens | 8MP Selfie camera
5000mAh(typ) battery with 22.5W charger in-box
MIUI Dialer | MIUI 14 with Android 13 | Side fingerprint | IR blaster | 3.5mm Audio jack | IP53 rating
"
113,B0CMTZNPXR,"Redmi 13C (Starshine Green, 4GB RAM, 128GB Storage) | Powered by 4G MediaTek Helio G85 | 90Hz Display | 50MP AI Triple Camera","Processor: High performance MediaTek G85 ; Enhance gaming with 1GHz GPU | 8GB of RAM including 4GB virtual | 6.74"" HD+ 90Hz display with Corning Gorilla Glass 3 Protection | 50MP AI Triple camera |Fast Side fingerprint | 5000mAh Battery
6.74"" HD+ 90Hz display with Corning Gorilla Glass 3 Protection, 600nits in High Brightness mode
50MP AI Triple camera with Primary sensor of f/1.8 (4-in-1 super pixel) with the following modes: Photo | Portrait | Night | Video | 50MP mode | Time-lapse | Classic film filters | Frame | HDR | Google lens | Voice Shutter
"
114,B0CK4H7HBR,"realme C53 (Champion Black, 6GB RAM, 128GB Storage)","Camera
"
115,B0CNX84MF4,"Redmi 13C 5G (Startrail Green, 8GB RAM, 256GB Storage) | MediaTek Dimensity 6100+ 5G | 90Hz Display","Processor: Powerful MediaTek Dimensity 6100+ 5G SoC | 16GB of RAM including 8GB virtual | 6.74"" HD+ 90Hz display with Corning Gorilla Glass 3 Protection | 50MP AI Dual camera |Fast Side fingerprint | 5000mAh Battery
6.74"" HD+ 90Hz display with Corning Gorilla Glass 3 Protection, 600nits in High Brightness mode
50MP AI Dual camera with Primary sensor of f/1.8 (4-in-1 super pixel) with the following modes: Photo | Portrait | Night | Video | 50MP mode | Time-lapse | Classic film filters | Frame | HDR | Google lens | Voice Shutter |
"
116,B082DSTWZ1,"OPPO F23 5G (Bold Gold, 8GB RAM, 256GB Storage) | 5000 mAh Battery with 67W SUPERVOOC Charger | 64MP Rear Triple AI Camera with Microlens | 6.72"" FHD+ 120Hz Display | with Offers","Memory, Storage & SIM: 8 GB RAM (+ RAM expansion up to 8GB) | 256 GB ROM | Expandable Upto 1TB | Dual Hybrid 5G SIM Slot
Big 5000 mAh Battery with 67W SUPERVOOC Charging
64MP Triple Camera ( 64MP Main + 2MP Monochrome + 2MP Microscope ) with AI Color Portrait and Dual View Video | 32MP Front Camera
6.72"" inch (17.07cm) FHD+ Punch-hole 120Hz Display with 2400x1080 pixels. Large Screen to Body ratio of 91.4%
"
117,B0BT9FZZKP,"Samsung Galaxy S23 5G (Phantom Black, 8GB, 256GB Storage)","More light for your night - Get ready for a Gallery full of epic night shots everyone will want. Nightography's enhanced AI keeps details clear, so low light photos and videos will be bright and colorful from dusk to dawn and back again.
Designed with the planet in mind - Unbox the change you want to see in the world. Crafted with recycled glass and PET film and colored with natural dyes, each phone is tucked into a box made of recycled paper and paper-based protective film.
Power for those who don't pause - Your quest for epic mobile gaming is over. Snapdragon 8 Gen 2 Mobile Platform for Galaxy optimizes and streamlines your device for silky smooth games —without draining the battery.
"
118,B0C7BZX934,"Samsung Galaxy M34 5G (Midnight Blue,6GB,128GB)|120Hz sAMOLED Display|50MP Triple No Shake Cam|6000 mAh Battery|4 Gen OS Upgrade & 5 Year Security Update|12GB RAM with RAM+|Android 13|Without Charger","16.42 Centimeters (6.5-Inch) Super AMOLED Display, FHD+ Resolution, 1080 x 2340 Pixels Protected by Corning Gorilla Glass 5
50MP+8MP+2MP Triple Camera Setup - True 50MP No Shake Cam (F1.8) Main Camera + 8MP (F2.2) + 2MP (F2.4)| 13MP (F2.0) Front Camera
6000mAH Lithium-ion battery, 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories including batteries from the date of purchase
4 Generations of OS Upgrades and 5 Years of Security Updates
Exynos 1280 Octa Core 2.4GHz with the 12 Band Support for a True 5G Experience
"
119,B0CNX88T71,"Redmi 13C 5G (Startrail Silver, 6GB RAM, 128GB Storage) | MediaTek Dimensity 6100+ 5G | 90Hz Display","Processor: Powerful MediaTek Dimensity 6100+ 5G SoC | 12GB of RAM including 6GB virtual | 6.74"" HD+ 90Hz display with Corning Gorilla Glass 3 Protection | 50MP AI Dual camera |Fast Side fingerprint | 5000mAh Battery
6.74"" HD+ 90Hz display with Corning Gorilla Glass 3 Protection, 600nits in High Brightness mode
50MP AI Dual camera with Primary sensor of f/1.8 (4-in-1 super pixel) with the following modes: Photo | Portrait | Night | Video | 50MP mode | Time-lapse | Classic film filters | Frame | HDR | Google lens | Voice Shutter |
"
120,B0C1SG2JRF,"POCO C51 (Royal Blue, 4GB RAM, 64GB Storage)","Processor: Powerful MediaTek G36 octa-core CPU ; clocked at up to 2.2 GHz | 7GB of RAM including 3GB virtual | Android 13 Go Edition| 6.52"" large HD+ Scratch Resistant Display | 8MP AI Dual camera |Rear fingerprint | 5000mAh Battery
6.52"" large HD+ Scratch Resistant Display, 400nits in High Brightness mode, 120 Hz touch sampling rate
8MP AI dual camera with Primary sensor of f/2.0 with the following modes: HDR Mode, Photo Mode, Video Mode, Portrait Mode, Short Video, Timelapse, Tilt Shift Mode
"
121,B0C7V84BS2,"OnePlus Nord 3 5G (Tempest Gray, 8GB RAM, 128GB Storage)","Camera: 50MP Main Camera with Sony IMX890 (OIS supported), 8MP Ultrawide Camera with Sony IMX355 (FOV: 112 degree) and 2MP Macro lens f/2.4 and a FOV 89°; 16MP Front (Selfie) Camera with EIS supported
Camera Features: Photo, Video, Night, Portrait, PANO, TIME-LAPSE, and Dual-view video
Display: 6.74 Inches; 120 Hz AMOLED FHD+ Display with Corning Gorilla Glass Victus; Resolution: 2772 X 1240 pixels; HDR 10+, sRGB, 10-bit Color Depth, PWM + DC dimming
Operating System: OxygenOS based on Android 13.1
Processor: MediaTek Dimensity 9000 Chipset (Based 4nm Architecture)
Storage: 8 GB + 128 GB | 16 GB + 256 GB; LPDDR5X RAM, UFS 3.1
Battery & Charging: 5000 mAh with 80W SUPERVOOC Fast-charging
"
122,B0B56YWX99,"TECNO Spark 9 (Infinity Black, 4GB RAM,64GB Storage) | 7GB Expandable RAM | Helio G37 Gaming Processor","Upto 7GB larger RAM (4GB LPDDR4x + 3GB Virtual RAM) with the help of memory fusion technology | 37% improvement in apps switching | 64GB eMCP ROM | No support for Africa's frequency bands
90Hz Refresh Rate | 180Hz Touch Sampling Rate | 6.6"" HD+ Dot Notch display | 269PPI Pixel Density for richer colors
13MP rear Dual Camera and Dual Flashlight | 8MP Selfie camera with front flash| Multiple AI modes like Portrait, HDR, Smile Shot, AI Scene Detection | Shoot Clear 1080P Time-lapse, Slow Motion, Video Bokeh videos
MediaTek Helio G37 Gaming Processor | 64-bit 2.3GHz Max CPU Frequency | HiOS 8.6 based on Android 12 | DTS Powered Loud Speaker | Soplay 2.0 for Music composing
5000mAh battery with up to 30 days long standby | 25 hours Video playback or 26 hours Calling or 133 hours music playback | Ultra Battery saver mode for extreme backup
The product is configured to work only in India. Please get in touch with Tecno customer service to unlock your device if you want to use it in other countries.
"
